Title,Author,Date,Excerpt,Excerpt_cleaned,Excerpt_tokens,polarity,sentiment
"For first time in 2yrs, Nigeria's inflation rate slows for second straight month",Tochukwu Okafor,"Jun 15, 2021",Nigeria’s inflation rate surprisingly slowed to 17.93% in May 2021 from 18.12% in April 2021 beating most analysts’ forecasts. The...,nigeria ’ inflation rate surprisingly slowed 1793 may 2021 1812 april 2021 beating analyst ’ forecast,"['nigeria', '’', 'inflation', 'rate', 'surprisingly', 'slowed', '1793', 'may', '2021', '1812', 'april', '2021', 'beating', 'analyst', '’', 'forecast']",0.7,Positive
Surging inflation pushes 7m more Nigerians into poverty,Mercy Ayodele,"Jun 15, 2021","Nigeria’s surging inflation rate has pushed 7 million Nigerians into poverty, the World Bank said in its latest Nigeria Development...",nigeria ’ surging inflation rate pushed 7 million nigerian poverty world bank said latest nigeria development,"['nigeria', '’', 'surging', 'inflation', 'rate', 'pushed', '7', 'million', 'nigerian', 'poverty', 'world', 'bank', 'said', 'latest', 'nigeria', 'development']",0.5,Positive
"With Bonga, Nigeria signals its oil sector is open for business",Isaac Anyaogu,"Jun 15, 2021","Last week, Nigeria signed a long-awaited accord renewing the oil mining lease 118, otherwise known as Bonga, for another twenty...",last week nigeria signed longawaited accord renewing oil mining lease 118 otherwise known bonga another twenty,"['last', 'week', 'nigeria', 'signed', 'longawaited', 'accord', 'renewing', 'oil', 'mining', 'lease', '118', 'otherwise', 'known', 'bonga', 'another', 'twenty']",0.0,Neutral
Nigeria can be blessing to Africa but its cratering economy may become the continent’s biggest threat,BusinessDay,"Jun 15, 2021","If there was ever a time Nigeria could have taken off, it was in 1999. Democracy had been restored, with...",ever time nigeria could taken 1999 democracy restored,"['ever', 'time', 'nigeria', 'could', 'taken', '1999', 'democracy', 'restored']",0.0,Neutral
Data fails to justify Buhari’s claim of lifting 10.5m out of poverty,Mercy Ayodele,"Jun 15, 2021","Nigeria’s President Muhammadu Buhari, during his Democracy Day speech on Saturday, claimed that his administration has successfully lifted 10.5 million...",nigeria ’ president muhammadu buhari democracy day speech saturday claimed administration successfully lifted 105 million,"['nigeria', '’', 'president', 'muhammadu', 'buhari', 'democracy', 'day', 'speech', 'saturday', 'claimed', 'administration', 'successfully', 'lifted', '105', 'million']",0.75,Positive
Nigeria's textile import rises by 258% in Q1 despite FX restriction,Bunmi Bailey,"Jun 15, 2021","Despite the Central Bank of Nigeria’s (CBN) restriction of Foreign Exchange (FX) for textile products imports since 2019, its import...",despite central bank nigeria ’ cbn restriction foreign exchange fx textile product import since 2019 import,"['despite', 'central', 'bank', 'nigeria', '’', 'cbn', 'restriction', 'foreign', 'exchange', 'fx', 'textile', 'product', 'import', 'since', '2019', 'import']",-0.0625,Neutral
Nigerian Exchange mulls insurance cover for dealer-related losses,Iheanyi Nwachukwu,"Jun 14, 2021","The NGX Regulation, a wholly owned subsidiary of the Nigerian Exchange Group (NGX Group), in a commendable move seeks to...",ngx regulation wholly owned subsidiary nigerian exchange group ngx group commendable move seek,"['ngx', 'regulation', 'wholly', 'owned', 'subsidiary', 'nigerian', 'exchange', 'group', 'ngx', 'group', 'commendable', 'move', 'seek']",0.0,Neutral
New USSD rate may further encourage financial exclusion in Nigeria,opinion,"Jun 14, 2021",An agreement between the deposit money banks (DMBs) and the Central Bank of Nigeria (CBN) has resulted in new USSD...,agreement deposit money bank dmbs central bank nigeria cbn resulted new ussd,"['agreement', 'deposit', 'money', 'bank', 'dmbs', 'central', 'bank', 'nigeria', 'cbn', 'resulted', 'new', 'ussd']",0.06818181818181818,Neutral
"Residential, industrial real estate brighten sector outlook amid Covid-19",Chuka Uroko,"Jun 14, 2021","Though the real estate sector limped to the finish line of 2020 with bruises sustained from impact of Covid-19, the...",though real estate sector limped finish line 2020 bruise sustained impact covid19,"['though', 'real', 'estate', 'sector', 'limped', 'finish', 'line', '2020', 'bruise', 'sustained', 'impact', 'covid19']",0.2,Positive
Nigeria outshines peers as largest real estate investment by country,Chuka Uroko,"Jun 14, 2021",An analysis of institutional acquisitions and disposals in real estate investment valued at $1.8 billion across Africa in the past...,analysis institutional acquisition disposal real estate investment valued 18 billion across africa past,"['analysis', 'institutional', 'acquisition', 'disposal', 'real', 'estate', 'investment', 'valued', '18', 'billion', 'across', 'africa', 'past']",-0.024999999999999994,Neutral
Nigeria's high political risk puts energy sector on life-support,Oladehinde Oladipo,"Jun 14, 2021","From kidnappings and jihadist rebellion by Boko Haram to homicide by notorious “unknown gunmen,” the growing rate of insecurities and...",kidnapping jihadist rebellion boko haram homicide notorious “ unknown gunman ” growing rate insecurity,"['kidnapping', 'jihadist', 'rebellion', 'boko', 'haram', 'homicide', 'notorious', '“', 'unknown', 'gunman', '”', 'growing', 'rate', 'insecurity']",-0.1,Neutral
"Policy uncertainty, over-regulation top CEOs' concerns for Africa growth",Okafor Endurance,"Jun 14, 2021","While CEOs in other parts of the world recognized COVID-19 as the top threat to their business growth in 2021,...",ceo part world recognized covid19 top threat business growth 2021,"['ceo', 'part', 'world', 'recognized', 'covid19', 'top', 'threat', 'business', 'growth', '2021']",0.5,Positive
Six years of APC in the saddle: Whither the rosy promises?,Dozie Emmanuel,"Jun 13, 2021","Before the 2015 general election, it was Muhammadu Buhari all the way. In fact, at a point, the name became...",2015 general election muhammadu buhari way fact point name became,"['2015', 'general', 'election', 'muhammadu', 'buhari', 'way', 'fact', 'point', 'name', 'became']",0.05000000000000002,Neutral
Naira ends week strong at official market,Hope Moses-Ashike,"Jun 12, 2021","The foreign exchange trading week ended on Friday, June 11, 2021, with the Naira stronger in value than the dollar...",foreign exchange trading week ended friday june 11 2021 naira stronger value dollar,"['foreign', 'exchange', 'trading', 'week', 'ended', 'friday', 'june', '11', '2021', 'naira', 'stronger', 'value', 'dollar']",-0.125,Negative
"June 12: Police arrest, shoot gas canisters to disperse protesters",Desmond Okon,"Jun 12, 2021","Personnel of the Nigerian police deployed at Ojota, Lagos State, ahead of the anticipated June 12 protest is determined to...",personnel nigerian police deployed ojota lagos state ahead anticipated june 12 protest determined,"['personnel', 'nigerian', 'police', 'deployed', 'ojota', 'lagos', 'state', 'ahead', 'anticipated', 'june', '12', 'protest', 'determined']",0.0,Neutral
22 years of democracy: Non-state actors dictate the pace in Nigeria,Zebulon Agomuo,"Jun 12, 2021",It was 28 years ago today that the military junta under the then General Ibrahim Badamasi Babangida buccaneered the efforts...,28 year ago today military junta general ibrahim badamasi babangida buccaneered effort,"['28', 'year', 'ago', 'today', 'military', 'junta', 'general', 'ibrahim', 'badamasi', 'babangida', 'buccaneered', 'effort']",-0.024999999999999994,Neutral
Young Nigerians are losing their voice in a tainted democracy,Lolade Akinmurele,"Jun 12, 2021",I told some old friends from King’s College that I wanted to protest the negative impact of the Twitter ban...,told old friend king ’ college wanted protest negative impact twitter ban,"['told', 'old', 'friend', 'king', '’', 'college', 'wanted', 'protest', 'negative', 'impact', 'twitter', 'ban']",-0.09999999999999999,Neutral
Parents’ retirement plan in jeopardy as youth unemployment worsens,Okafor Endurance,"Jun 11, 2021",Four in every 10 Nigerian parents depend on their children to meet their needs when they are old and cannot...,four every 10 nigerian parent depend child meet need old,"['four', 'every', '10', 'nigerian', 'parent', 'depend', 'child', 'meet', 'need', 'old']",0.1,Neutral
Struggling with your financials? These steps can help,Desmond Okon,"Jun 11, 2021",Owing a dedicated business account opened in the name of the business and also ensuring that all business transactions go...,owing dedicated business account opened name business also ensuring business transaction go,"['owing', 'dedicated', 'business', 'account', 'opened', 'name', 'business', 'also', 'ensuring', 'business', 'transaction', 'go']",0.0,Neutral
June 12: Inconsistent regulation in Nigeria stifling $8bn telecom market,Frank Eleanya,"Jun 11, 2021","The telecommunication sector in Nigeria saw its biggest growth in the months of April, May, and June of 2020 jumping...",telecommunication sector nigeria saw biggest growth month april may june 2020 jumping,"['telecommunication', 'sector', 'nigeria', 'saw', 'biggest', 'growth', 'month', 'april', 'may', 'june', '2020', 'jumping']",0.0,Neutral
"Nigerian businesses to pay VAT for using Skype, Twitter, Facebook",Frank Eleanya,"Jun 11, 2021","The Nigerian government may have concluded plans to compel big tech companies such as Twitter, Facebook, Google, and Skype to...",nigerian government may concluded plan compel big tech company twitter facebook google skype,"['nigerian', 'government', 'may', 'concluded', 'plan', 'compel', 'big', 'tech', 'company', 'twitter', 'facebook', 'google', 'skype']",0.0,Neutral
"Is Paga, Nigeria’s payment app, the next billion-dollar IT startup?",BusinessDay,"Jun 11, 2021","Nigeria’s biggest mobile payments company is vying to become Africa’s next unicorn, and its ambitions now stretch beyond the continent....",nigeria ’ biggest mobile payment company vying become africa ’ next unicorn ambition stretch beyond continent,"['nigeria', '’', 'biggest', 'mobile', 'payment', 'company', 'vying', 'become', 'africa', '’', 'next', 'unicorn', 'ambition', 'stretch', 'beyond', 'continent']",0.0,Neutral
Buhari’s newly-commissioned train station throws up interesting concerns,Desmond Okon,"Jun 11, 2021",Folorunsho Ayobami was not supposed to be on duty on Thursday morning. He had to be because he had heard...,folorunsho ayobami supposed duty thursday morning heard,"['folorunsho', 'ayobami', 'supposed', 'duty', 'thursday', 'morning', 'heard']",0.0,Neutral
How digital currency will ease transaction cost,Onyinye Nwachukwu,"Jun 10, 2021",Nigerians would begin to enjoy reduced cost of transaction and cash management as the Central Bank of Nigeria (CBN) is...,nigerian would begin enjoy reduced cost transaction cash management central bank nigeria cbn,"['nigerian', 'would', 'begin', 'enjoy', 'reduced', 'cost', 'transaction', 'cash', 'management', 'central', 'bank', 'nigeria', 'cbn']",0.2,Positive
5 takeaways from Buhari’s Arise TV interview,Iwok Iniobong,"Jun 10, 2021","Nigeria’s President Muhammadu Buhari says his administration would be decisive in dealing with terrorist hoodlums causing unrest in the country,...",nigeria ’ president muhammadu buhari say administration would decisive dealing terrorist hoodlum causing unrest country,"['nigeria', '’', 'president', 'muhammadu', 'buhari', 'say', 'administration', 'would', 'decisive', 'dealing', 'terrorist', 'hoodlum', 'causing', 'unrest', 'country']",0.0,Neutral
"Against forecasts, COVID-19 in Africa remains a puzzle",Temitayo Ayetoto-Oladehinde,"Jun 10, 2021","Against early forecasts that COVID-19 infection and mortality rates in Africa might spell mind-boggling catastrophe, the pandemic on the continent...",early forecast covid19 infection mortality rate africa might spell mindboggling catastrophe pandemic continent,"['early', 'forecast', 'covid19', 'infection', 'mortality', 'rate', 'africa', 'might', 'spell', 'mindboggling', 'catastrophe', 'pandemic', 'continent']",0.1,Neutral
We will deal ruthlessly with those causing unrest in Nigeria - Buhari,Chuks Oluigbo,"Jun 10, 2021","Nigeria’s President Muhammadu Buhari on Thursday said his government would deal ruthlessly with bandits, hoodlums, killers and all those causing...",nigeria ’ president muhammadu buhari thursday said government would deal ruthlessly bandit hoodlum killer causing,"['nigeria', '’', 'president', 'muhammadu', 'buhari', 'thursday', 'said', 'government', 'would', 'deal', 'ruthlessly', 'bandit', 'hoodlum', 'killer', 'causing']",-1.0,Negative
"For Buhari, Apapa’s 12-year gridlock varnishes",Chuka Uroko,"Jun 10, 2021","As at 9 o’clock Wednesday night, the normal queue of trucks in and out of Apapa had disappeared. The round...",9 ’ clock wednesday night normal queue truck apapa disappeared round,"['9', '’', 'clock', 'wednesday', 'night', 'normal', 'queue', 'truck', 'apapa', 'disappeared', 'round']",-0.02500000000000001,Neutral
Nigeria’s creative sector could add 2.7m jobs in 4yrs,Bunmi Bailey,"Jun 10, 2021","Nigeria’s creative sector, which currently employs more than 4 million people, has the potential to create additional 2.7 million jobs...",nigeria ’ creative sector currently employ 4 million people potential create additional 27 million job,"['nigeria', '’', 'creative', 'sector', 'currently', 'employ', '4', 'million', 'people', 'potential', 'create', 'additional', '27', 'million', 'job']",0.16666666666666666,Positive
Shell seeks early passage of Nigeria’s petroleum industry bill,BusinessDay,"Jun 09, 2021",Royal Dutch Shell Plc’s oil-drilling unit in Nigeria is urging the government to pass long-delayed legislation to reform the country’s...,royal dutch shell plc ’ oildrilling unit nigeria urging government pas longdelayed legislation reform country ’,"['royal', 'dutch', 'shell', 'plc', '’', 'oildrilling', 'unit', 'nigeria', 'urging', 'government', 'pas', 'longdelayed', 'legislation', 'reform', 'country', '’']",0.0,Neutral
War against everybody,BusinessDay,"Jun 09, 2021","The Buhari regime like NEPA, had no friends. They came to power proclaiming themselves friends of the people. They had...",buhari regime like nepa friend came power proclaiming friend people,"['buhari', 'regime', 'like', 'nepa', 'friend', 'came', 'power', 'proclaiming', 'friend', 'people']",0.0,Neutral
Nigeria missing in Africa's airline traffic ranking,Ifeoma Okeke-Korieocha,"Jun 09, 2021","Despite Nigeria’s large population and natural geographical advantages, its airlines are missing out on processing more of passenger traffic within...",despite nigeria ’ large population natural geographical advantage airline missing processing passenger traffic within,"['despite', 'nigeria', '’', 'large', 'population', 'natural', 'geographical', 'advantage', 'airline', 'missing', 'processing', 'passenger', 'traffic', 'within']",0.03809523809523809,Neutral
Worst insecurity in 10yrs gives investment-starved Nigeria new headache,Lolade Akinmurele,"Jun 09, 2021",The rising insecurity in Nigeria is stifling local and foreign investment and threatening to curb economic output in a country...,rising insecurity nigeria stifling local foreign investment threatening curb economic output country,"['rising', 'insecurity', 'nigeria', 'stifling', 'local', 'foreign', 'investment', 'threatening', 'curb', 'economic', 'output', 'country']",0.025000000000000005,Neutral
Twitter ban: Investors may demand higher yield for Nigeria’s Eurobond,Okafor Endurance,"Jun 09, 2021","The N90.7 million ($250,600) Nigeria is losing per hour for banning Twitter is not the only cost Africa’s largest economy...",n907 million 250600 nigeria losing per hour banning twitter cost africa ’ largest economy,"['n907', 'million', '250600', 'nigeria', 'losing', 'per', 'hour', 'banning', 'twitter', 'cost', 'africa', '’', 'largest', 'economy']",0.0,Neutral
Analysts differ as World Bank upgrades Nigeria’s growth to 1.8% in 2021,Hope Moses-Ashike,"Jun 08, 2021",Nigeria’s economy is projected to expand at a modest rate of 1.8 percent in 2021 and edge up to 2.1...,nigeria ’ economy projected expand modest rate 18 percent 2021 edge 21,"['nigeria', '’', 'economy', 'projected', 'expand', 'modest', 'rate', '18', 'percent', '2021', 'edge', '21']",0.1,Neutral
China shows Nigeria how to ease public health pressure,Temitayo Ayetoto-Oladehinde,"Jun 08, 2021","China has announced a series of measures for high-quality development of public hospitals in the next five years, including providing...",china announced series measure highquality development public hospital next five year including providing,"['china', 'announced', 'series', 'measure', 'highquality', 'development', 'public', 'hospital', 'next', 'five', 'year', 'including', 'providing']",0.0,Neutral
NLNG signs agreement to supply local market 1.1mmt of Liquefied Natural Gas,Isaac Anyaogu,"Jun 08, 2021",The Nigerian LNG has signed a gas supply agreement with three power companies setting off the distribution of liquefied natural...,nigerian lng signed gas supply agreement three power company setting distribution liquefied natural,"['nigerian', 'lng', 'signed', 'gas', 'supply', 'agreement', 'three', 'power', 'company', 'setting', 'distribution', 'liquefied', 'natural']",0.1,Neutral
Nigeria's record imports show slow progress in local production drive,Bunmi Bailey,"Jun 08, 2021",Nigeria’s efforts to increase local production have yielded little gains. Findings from the recently released foreign trade report by the...,nigeria ’ effort increase local production yielded little gain finding recently released foreign trade report,"['nigeria', '’', 'effort', 'increase', 'local', 'production', 'yielded', 'little', 'gain', 'finding', 'recently', 'released', 'foreign', 'trade', 'report']",-0.078125,Neutral
Major global Internet outage keeps websites offline,Frank Eleanya,"Jun 08, 2021","The online services of many companies around the world are being affected due to a major Internet outage. Fastly, a...",online service many company around world affected due major internet outage fastly,"['online', 'service', 'many', 'company', 'around', 'world', 'affected', 'due', 'major', 'internet', 'outage', 'fastly']",0.159375,Positive
How TB Joshua’s exit may dent hospitality business in Lagos,Emelike Obinna,"Jun 08, 2021","Tourism and hospitality businesses in and around Ikotun, a Lagos suburb, may be in for harsher days ahead following the...",tourism hospitality business around ikotun lagos suburb may harsher day ahead following,"['tourism', 'hospitality', 'business', 'around', 'ikotun', 'lagos', 'suburb', 'may', 'harsher', 'day', 'ahead', 'following']",0.0,Neutral
Energy transition reality rouses FG from inertia on sector reforms,Isaac Anyaogu,"Jun 08, 2021",The threat of a world marching inexorably away from fossil fuels is rousing the Nigerian government from inertia precipitating long-awaited...,threat world marching inexorably away fossil fuel rousing nigerian government inertia precipitating longawaited,"['threat', 'world', 'marching', 'inexorably', 'away', 'fossil', 'fuel', 'rousing', 'nigerian', 'government', 'inertia', 'precipitating', 'longawaited']",0.0,Neutral
Nigeria’s palm oil industry blossoms as policy spurs investments,Josephine Okojie,"Jun 08, 2021",The Nigerian palm oil industry is fast picking up steam as the backward integration policy in the industry has continued...,nigerian palm oil industry fast picking steam backward integration policy industry continued,"['nigerian', 'palm', 'oil', 'industry', 'fast', 'picking', 'steam', 'backward', 'integration', 'policy', 'industry', 'continued']",0.2,Positive
Apapa gridlock: What next after call-up system collapse?,Chuka Uroko,"Jun 07, 2021","Only yesterday, Apapa residents, business owners, motorists and sundry stakeholders were asking whether the electronic call-up system introduced four months...",yesterday apapa resident business owner motorist sundry stakeholder asking whether electronic callup system introduced four month,"['yesterday', 'apapa', 'resident', 'business', 'owner', 'motorist', 'sundry', 'stakeholder', 'asking', 'whether', 'electronic', 'callup', 'system', 'introduced', 'four', 'month']",0.0,Neutral
"Nigeria clings to fossil fuels, favours slower energy transition",Oladehinde Oladipo,"Jun 07, 2021",Nigeria has clung to making the most of its fossil fuels as the world races towards a low-carbon future and...,nigeria clung making fossil fuel world race towards lowcarbon future,"['nigeria', 'clung', 'making', 'fossil', 'fuel', 'world', 'race', 'towards', 'lowcarbon', 'future']",0.0,Neutral
Opportunity for micro-insurers as 18m Nigerians show interest,Okafor Endurance,"Jun 07, 2021","Some 18 million uninsured adult Nigerians have indicated interest in microinsurance products, according to the result from EFInA’s 2020 survey...",18 million uninsured adult nigerian indicated interest microinsurance product according result efina ’ 2020 survey,"['18', 'million', 'uninsured', 'adult', 'nigerian', 'indicated', 'interest', 'microinsurance', 'product', 'according', 'result', 'efina', '’', '2020', 'survey']",0.1,Neutral
FX trade doubles as Nigeria's central bank restores market transparency,Iheanyi Nwachukwu,"Jun 07, 2021",The Central Bank of Nigeria (CBN) is demonstrating its commitment towards the deepening of the foreign exchange (FX) market and...,central bank nigeria cbn demonstrating commitment towards deepening foreign exchange fx market,"['central', 'bank', 'nigeria', 'cbn', 'demonstrating', 'commitment', 'towards', 'deepening', 'foreign', 'exchange', 'fx', 'market']",-0.0625,Neutral
How Nigeria’s 1999 Constitution is stifling economy,Isaac Anyaogu,"Jun 07, 2021",Nigeria’s 1999 Constitution began with a lie. “We the people of the Federal Republic of Nigeria having firmly and solemnly...,nigeria ’ 1999 constitution began lie “ people federal republic nigeria firmly solemnly,"['nigeria', '’', '1999', 'constitution', 'began', 'lie', '“', 'people', 'federal', 'republic', 'nigeria', 'firmly', 'solemnly']",-0.2,Negative
Nigerian Banks FX trade turnover declines by 14.49%,Hope Moses-Ashike,"Jun 06, 2021","The foreign exchange (FX) trade turnover between Nigerian banks in the Spot, Forwards and Futures markets for the week-ended June...",foreign exchange fx trade turnover nigerian bank spot forward future market weekended june,"['foreign', 'exchange', 'fx', 'trade', 'turnover', 'nigerian', 'bank', 'spot', 'forward', 'future', 'market', 'weekended', 'june']",-0.0625,Neutral
"Synagogue founder, TB Joshua, dies at 57 church says",BusinessDay,"Jun 06, 2021","The founder and head pastor of Synagogue church died on Saturday, aged 57. According to a statement by the church,...",founder head pastor synagogue church died saturday aged 57 according statement church,"['founder', 'head', 'pastor', 'synagogue', 'church', 'died', 'saturday', 'aged', '57', 'according', 'statement', 'church']",-0.1,Neutral
How security agencies’ invasion is killing businesses in South East,Obinna Emelike,"Jun 06, 2021",With the repeated focus on the South East states by the military and current siege in Imo State following the...,repeated focus south east state military current siege imo state following,"['repeated', 'focus', 'south', 'east', 'state', 'military', 'current', 'siege', 'imo', 'state', 'following']",-0.03333333333333333,Neutral
Nigerians urge improved registration exercise as INEC moves to shore up voters’ number,Iwok Iniobong,"Jun 06, 2021","With less than two years to the 2023 general election, the Independent National Electoral Commission (INEC) has announced its readiness...",less two year 2023 general election independent national electoral commission inec announced readiness,"['less', 'two', 'year', '2023', 'general', 'election', 'independent', 'national', 'electoral', 'commission', 'inec', 'announced', 'readiness']",-0.03888888888888888,Neutral
Nigeria loses N90.7m each hour Twitter stays blocked,Frank Eleanya,"Jun 05, 2021","Nigerian government’s decision to block Twitter in the country means the country loses N90.7 million ($250,600) each hour the microblogging...",nigerian government ’ decision block twitter country mean country loses n907 million 250600 hour microblogging,"['nigerian', 'government', '’', 'decision', 'block', 'twitter', 'country', 'mean', 'country', 'loses', 'n907', 'million', '250600', 'hour', 'microblogging']",-0.30625,Negative
Nigerian govt hunts for VPN users as Twitter ban kicks off,Frank Eleanya,"Jun 05, 2021",A statement from the office of the attorney general of Nigeria has threatened to prosecute any Nigerian found to have...,statement office attorney general nigeria threatened prosecute nigerian found,"['statement', 'office', 'attorney', 'general', 'nigeria', 'threatened', 'prosecute', 'nigerian', 'found']",0.05000000000000002,Neutral
"As telcos enforce Nigeria’s Twitter ban, experts disagree on the legality",Frank Eleanya,"Jun 05, 2021","As of 12 am on Saturday, 5 June 2021, Twitter users in Nigeria using any of the four telecom operators,...",12 saturday 5 june 2021 twitter user nigeria using four telecom operator,"['12', 'saturday', '5', 'june', '2021', 'twitter', 'user', 'nigeria', 'using', 'four', 'telecom', 'operator']",0.0,Neutral
Why no African made 106 global millennial billionaires’ list,Teliat Sule,"Jun 05, 2021","No citizen of an African country made the list of 106 richest millennial billionaires in the world, analysis of the...",citizen african country made list 106 richest millennial billionaire world analysis,"['citizen', 'african', 'country', 'made', 'list', '106', 'richest', 'millennial', 'billionaire', 'world', 'analysis']",0.0,Neutral
Investors scramble for returns in non-conventional properties,Chuka Uroko,"Jun 05, 2021","At a time when high-yield investment assets are scarce, the non-conventional property sector is taking centre stage in the market,...",time highyield investment asset scarce nonconventional property sector taking centre stage market,"['time', 'highyield', 'investment', 'asset', 'scarce', 'nonconventional', 'property', 'sector', 'taking', 'centre', 'stage', 'market']",0.0,Neutral
Nigeria's Twitter ban puts country in uncomfortable company,Frank Eleanya,"Jun 04, 2021","The Nigerian government’s ban of Twitter for deleting a tweet by President Muhammadu Buhari, which it deemed to have violated...",nigerian government ’ ban twitter deleting tweet president muhammadu buhari deemed violated,"['nigerian', 'government', '’', 'ban', 'twitter', 'deleting', 'tweet', 'president', 'muhammadu', 'buhari', 'deemed', 'violated']",0.0,Neutral
Will Nigeria learn its lessons asks Bloomberg,opinion,"Jun 04, 2021","For more than four decades, Nigeria ran its state refineries into the ground, putting the country in the unusual position...",four decade nigeria ran state refinery ground putting country unusual position,"['four', 'decade', 'nigeria', 'ran', 'state', 'refinery', 'ground', 'putting', 'country', 'unusual', 'position']",0.2,Positive
Nigeria can forget million-dollar oil tax revenues as energy transition nears,Oladehinde Oladipo,"Jun 04, 2021",The accelerating pace of global energy transition could bring an early end to the million-dollar tax income oil-producing countries are...,accelerating pace global energy transition could bring early end milliondollar tax income oilproducing country,"['accelerating', 'pace', 'global', 'energy', 'transition', 'could', 'bring', 'early', 'end', 'milliondollar', 'tax', 'income', 'oilproducing', 'country']",0.05,Neutral
Nigeria needs oil at $103 to boost economy,Oladehinde Oladipo,"Jun 04, 2021","Crude oil prices have been on the rise, climbing above $71 on Thursday. The Organisation of Petroleum Exporting Countries’ projected...",crude oil price rise climbing 71 thursday organisation petroleum exporting country ’ projected,"['crude', 'oil', 'price', 'rise', 'climbing', '71', 'thursday', 'organisation', 'petroleum', 'exporting', 'country', '’', 'projected']",-0.7,Negative
Banks’ cheap funds don’t reflect in loans to customers,Hope Moses-Ashike,"Jun 03, 2021","Nigerian banks access low-cost funds from individual/corporate deposits, interventions from the Central Bank of Nigeria (CBN) and development finance institutions...",nigerian bank access lowcost fund individualcorporate deposit intervention central bank nigeria cbn development finance institution,"['nigerian', 'bank', 'access', 'lowcost', 'fund', 'individualcorporate', 'deposit', 'intervention', 'central', 'bank', 'nigeria', 'cbn', 'development', 'finance', 'institution']",0.0,Neutral
Nigeria falls short of 2020 financial inclusion target as 38m adults lack access,Okafor Endurance,"Jun 03, 2021",Nigeria failed to meet its National Financial Inclusion Strategy target for 2020 to include 80 percent of its adult population...,nigeria failed meet national financial inclusion strategy target 2020 include 80 percent adult population,"['nigeria', 'failed', 'meet', 'national', 'financial', 'inclusion', 'strategy', 'target', '2020', 'include', '80', 'percent', 'adult', 'population']",-0.13333333333333333,Negative
5 reasons $71 oil price is not enough to boost Nigeria’s economy,Oladehinde Oladipo,"Jun 03, 2021",Positive crude oil prices since the Organization of the Petroleum Exporting Countries (OPEC) projected increase in demand have raised hope...,positive crude oil price since organization petroleum exporting country opec projected increase demand raised hope,"['positive', 'crude', 'oil', 'price', 'since', 'organization', 'petroleum', 'exporting', 'country', 'opec', 'projected', 'increase', 'demand', 'raised', 'hope']",-0.23636363636363633,Negative
5 reasons the Naira should be appreciating,BusinessDay,"Jun 03, 2021",Nigeria’s local currency is taking a beating with rates for the dollar at the autonomous market heading close to N500...,nigeria ’ local currency taking beating rate dollar autonomous market heading close n500,"['nigeria', '’', 'local', 'currency', 'taking', 'beating', 'rate', 'dollar', 'autonomous', 'market', 'heading', 'close', 'n500']",0.2,Positive
The giant of Africa is failing,BusinessDay,"Jun 03, 2021",Nigeria is in big trouble. If a state’s first obligation to those it governs is to provide for their security...,nigeria big trouble state ’ first obligation governs provide security,"['nigeria', 'big', 'trouble', 'state', '’', 'first', 'obligation', 'governs', 'provide', 'security']",0.016666666666666663,Neutral
Shoprite investors cheer sale of troubled Nigerian unit,Mercy Ayodele,"Jun 02, 2021","Shares of the South African retail giant Shoprite traded almost 4 percent higher Wednesday, the day the company announced it...",share south african retail giant shoprite traded almost 4 percent higher wednesday day company announced,"['share', 'south', 'african', 'retail', 'giant', 'shoprite', 'traded', 'almost', '4', 'percent', 'higher', 'wednesday', 'day', 'company', 'announced']",0.08333333333333333,Neutral
Lagos moves to boost confidence in its major asset,Chuka Uroko,"Jun 02, 2021","In a bid to boost confidence in its major asset, which is land, Lagos State government has reduced time for...",bid boost confidence major asset land lagos state government reduced time,"['bid', 'boost', 'confidence', 'major', 'asset', 'land', 'lagos', 'state', 'government', 'reduced', 'time']",0.0625,Neutral
"Poor returns, climate pressure force oil majors to rethink African assets",Isaac Anyaogu,"Jun 02, 2021",Days after British Petroleum (BP) and Italy’s Eni started talks over the future of their oil and gas assets in...,day british petroleum bp italy ’ eni started talk future oil gas asset,"['day', 'british', 'petroleum', 'bp', 'italy', '’', 'eni', 'started', 'talk', 'future', 'oil', 'gas', 'asset']",0.0,Neutral
"Bangladesh, Ethiopia show Nigeria how to create jobs through textile",Stephen Onyekwelu,"Jun 02, 2021","From Bangladesh to Ethiopia, low-wage manufacturing jobs are bridging income gaps, lifting many out of poverty, and ensuring a certain...",bangladesh ethiopia lowwage manufacturing job bridging income gap lifting many poverty ensuring certain,"['bangladesh', 'ethiopia', 'lowwage', 'manufacturing', 'job', 'bridging', 'income', 'gap', 'lifting', 'many', 'poverty', 'ensuring', 'certain']",0.35714285714285715,Positive
Competition drives local airlines to put market before cost,Ifeoma Okeke-Korieocha,"Jun 02, 2021","As competition intensifies in Nigeria’s domestic aviation industry, some airlines are left with little or no choice to survive by...",competition intensifies nigeria ’ domestic aviation industry airline left little choice survive,"['competition', 'intensifies', 'nigeria', '’', 'domestic', 'aviation', 'industry', 'airline', 'left', 'little', 'choice', 'survive']",-0.0625,Neutral
