Title,Author,Date,Excerpt
US extols Nigeria’s energy transition plans,Anthony Ailemen,"Sep 03, 2022",The United States of America’s government has applauded Nigeria’s plan to achieve net-zero emissions through the country’s Energy Transition Plan....
"ARM, Stanbic IBTC, Pension Alliance lead micropension enrollment",Modestus Anaesoronye,"Sep 03, 2022","The Micro Pension Plan (MPP), which is aimed at bringing the informal sector employees into the pension net, recorded 80,419..."
Experts find loopholes in new Civil Aviation Act,Ifeoma Okeke-Korieocha,"Sep 03, 2022",Experts in the aviation sector have pointed out some loopholes in the new Civil Aviation Act assented to by President...
Domestic airlines suffer low patronage as fares soar,Ifeoma Okeke-Korieocha,"Sep 02, 2022",Domestic airlines have seen passenger traffic drop across routes in Nigeria on the back of skyrocketing prices of air tickets....
Why diaspora voting may not be possible in 2023 – INEC,James Kwen,"Sep 02, 2022",The Independent National Electoral Commission (INEC) has said it does not as yet have the enabling laws to carry out...
Explainer: How Lekki Port and Second Niger Bridge were financed,Amaka Anagor-Ewuzie,"Sep 02, 2022",The Second Niger Bridge and the Lekki Deep Seaport are two massive infrastructural projects in Nigeria that have gathered momentum...
DMO raises concern over FG’s debt service-to-revenue,James Kwen,"Sep 01, 2022",The Debt Management Office (DMO) has said it is concerned about the Federal Government’s debt service-to-revenue ratio. The federal government’s...
Lower JAMB cut-off marks seen as threat to education,Charles Ogwo,"Sep 01, 2022",The lowering of the cut-off marks for admission into universities and other higher institutions in Nigeria poses a threat to...
Banks’ interest income jumps in H1 on rate hike,Opeyemi Kalejaiye,"Sep 01, 2022",The interest income of Nigerian banks rose in the first half of 2022 after a much-needed boost from higher interest...
Peter Obi wants Nigerians linked to oil theft punished,Iwok Iniobong,"Sep 01, 2022","  Peter Obi, the presidential candidate of the Labour Party, has called on the federal government to find and punish..."
Proposed electoral offences commission gets mixed reactions,Iwok Iniobong,"Sep 01, 2022","Political stakeholders have expressed divergent views on the proposed electoral offences commission, which would be charged with the responsibility of,..."
Only 35% of Nigerian hospitals have basic hygiene service,Temitayo Ayetoto-Oladehinde,"Aug 31, 2022",Patients visiting hospitals in Nigeria could be at great risk of contracting fresh infection as only 35 percent of health...
Nigerians want politicians to shun deceit ahead of campaigns,David Ijaseun,"Aug 31, 2022","As candidates for various political offices, particularly those running for president, prepare for the commencement of the electioneering campaign, Nigerians..."
Explainer: How CBN violates own law to finance FG,Teliat Sule,"Aug 31, 2022",The debt owed by the Federal Government of Nigeria (FGN) to the Central Bank of Nigeria (CBN) has ballooned in...
PFAs’ shareholder funds hit N211.27bn after recapitalisation,Modestus Anaesoronye,"Aug 31, 2022",PFAs’ shareholder funds hit N211.27bn after recapitalisation pulled together shareholder funds totalling N211.27 billion at the end of their recent...
Nigeria sets sight on Saudi’s Aramco to curb crude oil theft,BusinessDay,"Aug 30, 2022",Nigeria says it will implement a security infrastructure similar to that of Saudi’s Aramco to protect its oil pipelines and...
"Stolen crude oil: FG indicts security operatives, churches, mosques",Anthony Ailemen,"Aug 30, 2022",The Federal government on Tuesday said crude oil theft has become a widespread phenomenon involving all strata of the society...
Aviation agencies near collapse over airlines' billion naira debt,Ifeoma Okeke-Korieocha,"Aug 30, 2022","Musa Nuhu, the director-general, Nigeria Civil Aviation Authority (NCAA) has warned that if over N42 billion and $7.8 million debt..."
CBN loans to FG hit N20.6trn,Femi Asu,"Aug 30, 2022",The Federal Government has shown no signs of putting the brakes on its recourse to the Central Bank of Nigeria...
Nigerian airlines to miss out as Emirates cuts flights,Ifeoma Okeke-Korieocha,"Aug 30, 2022",Domestic airlines in Nigeria are not able to fill the gap created by the reduction of flights into the country...
Finance Act clears path for insurance recapitalisation,Modestus Anaesoronye,"Aug 30, 2022",Insurance industry operators say they are ready to conclude the ongoing recapitalisation exercise in the industry with clearer definition now...
"Lafarge, NB, Stanbic lead in women’s representation on boards",Ifeoma Okeke-Korieocha,"Aug 29, 2022","Lafarge Africa Plc, Nigerian Breweries Plc and Stanbic IBTC have been ranked as the top three listed companies with board..."
"Nestle, four others’ transport costs hit N43bn in six months",Olamide Ologunagbe,"Aug 29, 2022",The total transportation cost incurred by five fast-moving consumer goods (FMCG) companies in the country rose by 27 percent in...
Commercial paper issuance rises as firms raise N249bn,Opeyemi Kalejaiye,"Aug 29, 2022",The issuance of short-term corporate debt has spiked as Nigerian firms took advantage of the low cost of finance and...
How Labour Party rides to limelight on Peter Obi’s momentum,Iwok Iniobong,"Aug 28, 2022","Since Nigeria returned to democratic rule in 1999, the presidential poll has always been a contest between the two dominant..."
Special Electoral Offences Commission splits Nigerians,James Kwen,"Aug 28, 2022","The National Assembly, particularly the House of Representatives has taken steps to establish the Electoral Offences Commission charged with the..."
"Muslim-Muslim ticket: Tinubu better example of religious tolerance, says Oshiomhole",Iwok Iniobong,"Aug 28, 2022","Adams Oshiomhole, former governor of Edo, says Bola Ahmed Tinubu, presidential candidate of the All Progressives Congress (APC), is an..."
"Nigeria feels like a hostage situation, will 2023 bring relief?",Isaac Anyaogu,"Aug 27, 2022",The first thing you’re told after being rescued from kidnappers is that you will experience stress reactions. Many Nigerians know...
Five highest-paying airlines in the world for pilots,Ifeoma Okeke-Korieocha,"Aug 27, 2022","Like every other profession, pilots also jostle for the highest-paying airlines. Aside from paying mouth-watering salaries and allowances, these airlines..."
Trapped funds: CBN releases $265m to airlines,Ifeoma Okeke-Korieocha,"Aug 26, 2022","In a bid to check a brewing crisis in the country’s aviation sector, the Central Bank of Nigeria (CBN) on..."
Nigeria’s GDP grows 3.54% in Q2,Teliat Sule,"Aug 26, 2022","Nigeria’s Gross Domestic Product (GDP) grew by 3.54 percent on a year-on-year basis in the second quarter of 2022, compared..."
"Celebrities, influencers in race to turn followers into voters",David Ijaseun,"Aug 26, 2022","After his secondary school education, Debo Adebayo moved on to study Law at Lead City University, Oyo State. But he..."
What does Wike want?,James Kwen,"Aug 26, 2022","Yesterday, former President Olusegun Obasanjo met with Peter Obi, the presidential candidate of Labour Party, and Nyesom Wike in London...."
Regulator weighs state of emergency as oil sector bleeds,Oladehinde Oladipo,"Aug 26, 2022",The Nigerian government is weighing declaring a state of emergency in the oil and gas sector following a series of...
"Tough trips await Peter Obi for town hall meetings in Canada, 6 US cities",Ifeoma Okeke-Korieocha,"Aug 25, 2022","  Tough travel and looming flight delays may be awaiting Peter Obi, the Labour Party flag bearer for the forthcoming..."
CBN’s 10 products to cut food imports disappoint,Josephine Okojie,"Aug 25, 2022",The 10 products selected by the Central Bank of Nigeria (CBN) for special intervention to reduce food importation have fallen...
Pipeline surveillance contract to Tompolo raises concerns,Oladehinde Oladipo,"Aug 25, 2022",Concerns have been raised over the pipeline surveillance contract awarded to a former leader of the Movement for the Emancipation...
Nigerians suffer losses as shitcoins fail to rise,Ebunoluwa Ladipo,"Aug 25, 2022","Jude Okechukwu, a cryptocurrency enthusiast and trader, invested in a variety of shitcoins, including husky token, whale token, pinkmoon, safewolf..."
MTN 5G service goes live at 190 sites across Nigeria,BusinessDay,"Aug 24, 2022",Nigeria’s leading telecommunications provider MTN has this morning switched on its highly anticipated Fifth-Generation (5G) service at one hundred and...
Cost of living crisis tops voters’ concerns as campaign begins September,Iwok Iniobong,"Aug 24, 2022","Few weeks to the beginning of the presidential campaign ahead of next February’s poll, the cost of living crisis in..."
Eight insurers grow premium to N157bn amid economic downturn,Modestus Anaesoronye,"Aug 24, 2022",Eight largest listed insurance companies operating in the Nigerian market saw their gross premium written increase to N157.39 billion in...
Subsidy gulps Nigeria’s oil income as Norway reaps profit,Oladehinde Oladipo,"Aug 23, 2022","While some of its peers including Abu Dhabi National Oil Company (ADNOC) and Norway’s Equinor have reported bumper profits, the..."
Nigeria plays catch-up as global exploration surges,Oladehinde Oladipo,"Aug 23, 2022","There is a surge in global offshore oil exploration this year, but Nigeria, which recently lost its status as Africa’s..."
Airlines’ trapped funds deal doing business in Nigeria another blow,Hope Moses-Ashike,"Aug 23, 2022","Just as Anthony Joshua and Usman Kamaru were knocked out over the weekend, Nigeria’s business reputation has been dealt another..."
ManU to unveil Casemiro tonight before match against Liverpool,BusinessDay,"Aug 22, 2022",Manchester United fans are preparing themselves today ahead of the visit of arch-rivals Liverpool to Old Trafford with the added...
Nigerian manufacturers adjust operations to survival mode,Gbemi Faminu,"Aug 22, 2022",Manufacturers in Nigeria have been forced to revise their mode of operation as they struggle to survive in the face...
"Airlines, travellers adjust as trapped funds up 364%",Ifeoma Okeke-Korieocha,"Aug 22, 2022","Foreign airlines are taking measures to cushion the effects of their trapped funds in Nigeria, even as those travelling out..."
Europe shuns Nigeria for Mozambique on attractive gas law,Abubakar Ibrahim,"Aug 21, 2022",The European Union (EU) has moved to financially support an African military mission in Mozambique to secure gas projects in...
Consultant tackles governors over $418m Paris Club refund fee,James Kwen,"Aug 21, 2022","Ned Nwoko, the lead consultant to states and local governments on the Paris Club debt refunds, said the Nigerian Governors..."
2023: Will deployment of huge funds determine victory?,Obinna Emelike,"Aug 21, 2022","The conduct of the recently held Osun and Ekiti gubernatorial elections was adjudged one of the best in recent years,..."
"2023: Kwankwaso, Peter Obi merger remains dead – NNPP Spokesperson",Iwok Iniobong,"Aug 21, 2022",Against the backdrop of the news making the round on some platforms that the merger talks between Peter Obi of...
Nigerians pay thrice higher airfares than other countries with trapped funds,Ifeoma Okeke-Korieocha,"Aug 20, 2022",Nigerians now pay three times what other travellers pay for the same destinations amid threats that international operators could suspend...
These nine vehicles are still in use after 100 Years,BusinessDay,"Aug 20, 2022","Most people are aware that automobiles were invented, but few can tell you when and where they first became popular...."
Dollar-to-naira rent transition seen creating opportunities for property investors,Chuka Uroko,"Aug 19, 2022","Unlike the low- and mid-income rental market where demand outstrips supply, the story is different in the luxury high-end market..."
IATA expresses disappointment over $464m foreign airlines’ blocked funds,Ifeoma Okeke-Korieocha,"Aug 19, 2022","The International Air Transport Association (IATA), has expressed disappointment with Nigerian government for the continual withholding of foreign airlines’ revenues,..."
Nigeria bleeds while Middle Eastern oil producers reap $1.3trn price windfall,BusinessDay,"Aug 19, 2022",These are not happy times for Nigerians and their beleaguered out-going government. At a time when oil-rich Middle Eastern countries...
Flared gas in 7 months equals Nigeria’s power capacity,Abubakar Ibrahim,"Aug 19, 2022","Within the past eight months, Africa’s largest economy has flared the equivalent of its total electricity generation capacity, as its..."
Hope for artists as new copyright bill awaits Buhari’s assent,Anthony Udugba,"Aug 19, 2022",The new copyright bill passed by the National Assembly and awaiting President Muhammadu Buhari’s assent has brought hope to artists...
Residential property market cools on 76% power tariff hike,Chuka Uroko,"Aug 19, 2022",The increase of over 130 percent in the price of diesel in seven months to N780 per litre has led...
"Subsidy probe: We only enforce tax, FIRS tells lawmakers",James Kwen,"Aug 18, 2022",The Federal Inland Revenue Service (FIRS) has told the House of Representatives’ ad-hoc committee investigating the petroleum subsidy regime in...
"One year on, PIA struggles to brighten Nigeria's oil outlook",Oladehinde Oladipo,"Aug 18, 2022","One year after a new law came into force, the Nigerian oil and gas industry is still struggling to shake..."
Vessel seized in E. Guinea spotlights oil theft in Nigeria,Isaac Anyaogu,"Aug 18, 2022",The reported seizure of a 3-million-barrel-capacity oil tanker in Equatorial Guinea suspected to be carrying stolen Nigerian crude is validating...
Food inflation to worsen as insecurity bars farmers from harvest,Bunmi Bailey,"Aug 18, 2022",Nigeria’s food inflation could worsen in the coming months as insecurity forces farmers away from farmlands where they should be...
"UK, US economic crunch threatens remittances into Nigeria",Eniola Olatunji,"Aug 18, 2022","Remittances into sub-Saharan Africa, with Nigeria known to be its largest beneficiary, are threatened by the economic crisis in the..."
States overwhelmed as Nigeria’s cost of living crisis escalates,Josephine Okojie,"Aug 17, 2022","Nigeria’s cash-strapped states are under growing pressure as their monthly allocation and internally generated revenue has shrunk, even as Nigerians..."
"Nigeria’s gas projects suffer N32.4bn funding shortfall, despite Europe’s interest",Oladehinde Oladipo,"Aug 17, 2022",At a time Europe is seeking to pull the plug on Russian gas in the wake of Moscow’s war with...
Tax lessons Nigeria can learn from Estonia,Gbemi Faminu,"Aug 17, 2022",Taxes are one of the financial obligations of citizens and businesses to the government and serve as a major source...
"Bread price, subsidy burden push inflation to 16-yr high",Teliat Sule,"Aug 16, 2022","Nigeria’s headline inflation raced to 19.64 percent in July 2022 on a year-on-year basis, the highest in 16 years and..."
"Election glitches seen on INEC’s 200,000 voting machines",Francis Onyemachi,"Aug 16, 2022","The 200,000 Bimodal Voters Accreditation System (BVAS) machines the Independent National Electoral Commission (INEC) planned to deploy across the 176,000..."
"Parents pick private universities on ASUU strike, dollar scarcity",Bunmi Bailey,"Aug 16, 2022","The scarcity of foreign exchange, which has made foreign tuition fees more expensive, and the incessant strikes by the Academic..."
"Banana Island land value defies economy, rises 100% in 3 years",Chuka Uroko,"Aug 15, 2022","Despite the swings in the Nigerian economy with all the macro-economic indicators beating analysts’ expectations and predictions, there has been..."
"Nigeria’s headline inflation rises to 19.64% in July, highest in 16 years",Bunmi Bailey,"Aug 15, 2022",Nigeria’s Consumer Price Index(CPI) otherwise known as the headline inflation sustained its upward movement as it rose to 19.64 percent...
How regional grids can fix Nigeria's power woes,Oladehinde Oladipo,"Aug 15, 2022","With Nigeria’s power grid suffering at least 222 partial and total collapses in the last 12 years, operators have advocated..."
"Nigeria’s T-bills yield worst among Kenya, Egypt, others",Opeyemi Kalejaiye,"Aug 15, 2022","Nigeria’s Treasury bills has a negative rate of return, compared to some other top African economies with positive yields, BusinessDay..."
Minerals offer Nigeria new income as oil falters,Isaac Anyaogu,"Aug 14, 2022","As crude oil output declines, the mining of minerals may offer Nigeria a way to earn revenue to fund its..."
2023: Why restructuring should be major campaign issue,Emelike Obinna,"Aug 14, 2022","In April 2021, Wole Olanipekun, a senior advocate of Nigeria, continued his clarion call for true federalism, lamenting that the..."
"Nigeria: Over 3000 people abducted, N654m ransom paid in one year - Report",Bunmi Bailey,"Aug 13, 2022","  Between the period of July 2021 and June 2022, no fewer than 3,420 people were abducted across Nigeria, with..."
Abuja-Kaduna train: We met all terrorists demands they failed to release all victims - FG,Godsgift Onyedinefu,"Aug 13, 2022",  The Federal Government has disclosed that it complied with all the demands of the terrorists who abducted the Abuja-Kaduna...
"NNPC renews five oil bloc licenses, expects to unlock $500bn",Oladehinde Oladipo,"Aug 12, 2022",The Nigerian National Petroleum Company (NNPC) Limited has signed a contract extension with its partners for five major oil blocs...
Nigeria's gas flares lowest since 2012 as use increases,Abubakar Ibrahim,"Aug 12, 2022",Nigeria’s gas flares fell the most since 2012 due to improved utilisation of the commodity locally and a lull in...
"Food, fuel, others gulp $14.5bn amid dollar scarcity",Femi Asu,"Aug 12, 2022","Amid lingering dollar scarcity, the amount of foreign exchange used by Nigeria for food, fuel and other imports jumped by..."
Fake bank alerts put small businesses at risk,Chinwe Michael,"Aug 12, 2022","Charles Edenweze, a businessman who has a shop at Alaba International Market, Ojo, Lagos, was a victim of a fake..."
"Rising prices of cocoa, diesel cripple Nigerian processors",Josephine Okojie,"Aug 11, 2022",The increase in the prices of diesel and cocoa beans has made it unattractive for Nigeria’s remaining cocoa processing factories...
SA visa delays scuttle Nigerian applicants’ travel plans,Ifeoma Okeke-Korieocha,"Aug 11, 2022","A number of applicants for South African visas have experienced delays and denials, and some have had to cancel travel..."
Seplat-ExxonMobil saga seen dimming oil sector’s outlook,Oladehinde Oladipo,"Aug 11, 2022","The conflicting information from various parastatals of the Nigerian government over the $1.3bn deal between Seplat Energy Plc, a major..."
Bakers call for legislation of cassava inclusion policy to drive adoption,Josephine Okojie,"Aug 10, 2022",Bakers in Africa’s biggest economy have called for the legislation of the cassava inclusion policy to drive its adoption in...
"Netflix, Amazon contest for audience with Nollywood",Anthony Udugba,"Aug 10, 2022","With the growing streaming culture among Nigerian movie fans and filmmakers, streaming giants appear to be taking over Nigeria’s film..."
Seplat-ExxonMobil saga sends danger signals to oil investors,Isaac Anyaogu,"Aug 10, 2022","The Nigerian Upstream Petroleum Regulatory Commission’s (NUPRC) insistence that the ExxonMobil/Seplat Energy share acquisition deal cannot proceed, effectively contradicting the..."
25 carriers shelve take-off plans amid rising costs,Ifeoma Okeke-Korieocha,"Aug 10, 2022",Twenty-five prospective carriers that have submitted applications to process their Air Operating Certificates (AOCs) have been slowed down by the...
Nigeria's dire fiscal state to worsen without subsidy removal - Budget Office,BusinessDay,"Aug 09, 2022",President Muhammadu Buhari’s government must cut gasoline subsidies and boost revenue collection to avoid a sharp deterioration in government finances...
Nigeria’s food trade deficit swells amid local production push,Josephine Okojie,"Aug 09, 2022","Nigeria’s agricultural trade deficits widened to a record in 2021, reflecting a surge in food imports as the country relied..."
"Hours after Buhari’s approval, upstream petroleum regulator blocks Seplat/Exxon deal",Isaac Anyaogu,"Aug 09, 2022","In a curious twist Monday night, the Nigerian Upstream Petroleum Regulatory Commission (NUPRC) said that status quo remains in respect..."
Squeezed consumers switch to small stores on rising prices,Bunmi Bailey,"Aug 09, 2022",Large superstores and shopping arcades are seeing smaller foot traffic as rising prices force many consumers to patronise nearby small...
2023: Nigerians demand restructuring as major campaign issue,Emelike Obinna,"Aug 09, 2022","Few weeks to the commencement of the campaigns ahead of the 2023 general election, Nigerians have demanded that restructuring should..."
Air Peace suspends Johannesburg route over delayed issuance of visas to Nigerians,Ifeoma Okeke-Korieocha,"Aug 08, 2022",Air Peace has announced that it will be suspending its Johannesburg flight operations due to the delayed issuance of South...
Buhari approves Seplat Energy’s acquisition of Exxon Mobil shares,Anthony Ailemen,"Aug 08, 2022",President Muhammadu Buhari has consented to the acquisition of the shares of Exxon Mobil Nigerian unit by Seplat Energy Limited....
Nigeria moving towards high debt distress risk - Rewane,Opeyemi Kalejaiye,"Aug 08, 2022","Nigeria is moving towards high debt distress risk, Bismarck Rewane, chief executive officer of Financial Derivatives Company Limited has said,..."
Buhari’s resilient food supply chain claim conflicts with reality,Josephine Okojie,"Aug 07, 2022","President Muhammadu Buhari, in a tweet on July 15, said the seven years of investments and policies of his administration..."
How long hold on power fails to check poverty in the North,Emelike Obinna,"Aug 07, 2022","Sometime in 2020, the Nigerian National Bureau of Statistics (NBS), through its data, disclosed that 40 percent or 83 million..."
2023: How hangers-on may ruin principals’ chances,Churchill Okoro,"Aug 07, 2022",Character defamation and the expression of unpleasant opinions between staunch supporters of different nominees standing for election for political offices...
Between Nigeria and Niger Republic: Where does Buhari’s interest lie?,Anthony Ailemen,"Aug 07, 2022",President Muhammadu Buhari’s excessive romance with Niger Republic under the guise of promoting the policy of “Africa as the centrepiece...
US nears deal on Governor Bagudu’s money-laundering case,BusinessDay,"Aug 06, 2022","The US government is nearing an agreement with the brother of Governor Abubakar Bagudu, a leading member of Nigeria’s ruling..."
Nigeria borrows N7 trillion to finance 2021 budget - Afrinvest,Teliat Sule,"Aug 06, 2022",Nigeria’s financial status deteriorated in 2021 as the nation’s expenditure surpassed revenue resulting in a fiscal deficit of N7.3 trillion...
Global food prices see steep decline in July,Josephine Okojie,"Aug 05, 2022",Global food prices dipped for the fourth consecutive month in July as prices of vegetable oil and cereals made a...
Hotels in Nigeria rebound to pre-pandemic levels,Emelike Obinna,"Aug 05, 2022","The Nigerian hospitality sector saw a strong rebound in the first half of this year, after two years of pandemic-related..."
Nigeria at war under absent commander-in-chief (II),BusinessDay,"Aug 05, 2022",Propelled to power on the promise of safeguarding the security of Nigerians by putting an end to Boko Haram and...
Solar eludes electricity-starved Nigerians on FX crisis,Oladehinde Oladipo,"Aug 05, 2022",The foreign exchange crisis is said to be driving up the prices of solar equipment as households and businesses look...
"MMA2, Abuja airport, rank among top 10 in Africa",Ifeoma Okeke-Korieocha,"Aug 04, 2022","Airports Council International, (ACI) have released passenger traffic figures for all airports in Africa, showing that Nigeria’s Murtala Muhammed Airport..."
"Ours is a broken system no one wants to fix, says outgoing NBA president.",BusinessDay,"Aug 04, 2022","We run a broken system within and without the legal profession and nobody wants to fix it, ladies and gentlemen,..."
Nigeria’s ginger exports grow seven-fold on rising interest,Damilola Odifa,"Aug 04, 2022","Nigeria has seen an increase in revenue from the exportation of ginger, with the crop’s export value increasing by 752.4..."
Nigeria at war under an absent commander-in-chief (1),BusinessDay,"Aug 04, 2022","Nigeria’s National Security Strategy, curated by the Office of the National Security Adviser (ONSA) in 2019, said the country faces..."
More Nigerians route flights via Ghana on airlines’ trapped funds,Ifeoma Okeke-Korieocha,"Aug 04, 2022","As airfares from Nigeria to other countries continue to increase, some passengers are beginning to fly from Accra, Ghana to..."
FEC approves $2.56bn for development of Badagry Port,Anthony Ailemen,"Aug 03, 2022",The Federal Executive Council (FEC) on Wednesday approved $2.59 billion for the development of the Badagry Seaport under a private-public-partnership...
"Security, power, roads top agenda, as Buhari presides over FEC",Anthony Ailemen,"Aug 03, 2022","President Muhammadu Buhari is currently presiding over the Federal Executive Council (FEC) meeting at the Presidential Villa, Abuja. The weekly..."
"Nigeria Air plans to take off amid fuel, forex crises",Ifeoma Okeke-Korieocha,"Aug 03, 2022",Stakeholders in the aviation sector have raised concerns on why the federal government approved the leasing of three aircraft for...
"How Atiku, Obi plan to fix power problem",Oladehinde Oladipo,"Aug 03, 2022","Two of the main contenders in Nigeria’s next presidential election, Peter Obi of the Labour Party and Atiku Abubakar of..."
"How Nigeria can fix FX crisis, tame inflation",Lolade Akinmurele,"Aug 02, 2022",Nigeria may have to allow a 10 percent yearly depreciation in the naira and adopt what economists call a crawling...
"Airtel, MTN grow profits amid subscriber slowdown",Frank Eleanya,"Aug 02, 2022","Airtel Africa and MTN Nigeria posted growth in their second-quarter profits, but continue to struggle to get back to their..."
"Don’t deny us our right to vote, Nigerians beg INEC",Iwok Iniobong,"Aug 02, 2022","With the Continuous Voter Registration (CVR) coming to an end on July 31, many Nigerians have complained about their inability..."
5 top economies with weak currencies but no dollar scarcity,Caleb Ojewale,"Aug 01, 2022","In Nigeria, any weakening of the naira against the US dollar has historically had ripple effects on the local economy,..."
High transport fares persist in first half 2022 - NBS,Olamide Ologunagbe,"Aug 01, 2022","High transportation fares across different parts of the country persisted in June, as had been the case since the beginning..."
Stocks shed N869bn in one week on interest rate hike,Iheanyi Nwachukwu,"Aug 01, 2022",The total market value of Nigerian stocks fell by about N869 billion last week as investors continued to sell off...
Supermarkets switch to local products as naira rout worsens,Bunmi Bailey,"Jul 31, 2022","With the depreciation of the naira amid the scarcity of foreign exchange making imported products more expensive, supermarkets in the..."
ASUU strike: 167 days of national shame,Emelike Obinna,"Jul 31, 2022","Today, July 31, 2022, marks 167 days since the gates of federal universities across the country were shut due to..."
CVR: Frustration in Lagos as scarcity of machines mars exercise,Iwok Iniobong,"Jul 31, 2022",Millions of eligible voters in Lagos and several other states across Nigeria could be disenfranchised because of their inability to...
Blocked $85m: Emirates to reduce flights to Nigeria August 15,Ifeoma Okeke-Korieocha,"Jul 30, 2022",Emirates Airlines has disclosed plans to cut its operations from Dubai to Lagos from 11 per week to 7 per...
"Strong dollar worsens naira pressure, US enters recession",Hope Moses-Ashike,"Jul 29, 2022",The naira has come under increased pressure as the United States dollar has risen to a record high against other...
Explainer: Things to know when applying for UK student visa,Bunmi Bailey,"Jul 29, 2022","Nigeria’s current realities, including high inflation, unemployment and fragile economic growth, are forcing some of its citizens to migrate to..."
"Insecurity crippling education, fueling migration",Charles Ogwo,"Jul 29, 2022","As Nigeria’s security situation has taken a turn for the worse, a growing number of schools are being forced to..."
Boat accidents raise fresh concerns over regulatory lapses,Amaka Anagor-Ewuzie,"Jul 29, 2022",The recent boat accidents on Nigerian waters have raised fresh concerns over regulatory lapses as not less than 320 persons...
Airlines lose N4.3bn annually over restriction on 24 hours flight operations,Ifeoma Okeke-Korieocha,"Jul 28, 2022",Domestic airlines lose over N4.3 billion annually as a result of restriction to carry out 24 hours flight daily to...
"High-income Nigerians relocate in search of safety, stability",Eniola Olatunji,"Jul 28, 2022",Many Nigerian professionals with high-paying jobs are poised to swell the ranks of those who have left the country in...
"Tackle insecurity, not opponents, Nigerians urge Buhari",Iwok Iniobong,"Jul 28, 2022",Nigerians have advised President Muhammadu Buhari to tackle the worsening insecurity in the country rather than attacking members of the...
Why gains of falling wheat prices elude Nigeria,Josephine Okojie,"Jul 28, 2022","Wheat prices have fallen for over a month globally and are expected to see a further decline, but prices of..."
"Nigeria’s debt service ratio now world’s worst, says EIU",Anthony Ailemen,"Jul 27, 2022",As the amount spent by the federal government on servicing debts exceeded what it earned in the first four months...
Senators threaten to impeach Buhari over insecurity,BusinessDay,"Jul 27, 2022",There was comotion at the floor of the Senate on Wednesday as opposition senators across party lines walked out of...
IMF raises Nigeria’s economic growth forecast for 2023,Opeyemi Kalejaiye,"Jul 27, 2022","The International Monetary Fund (IMF) has forecast that the Nigerian economy will grow by 3.2 percent in 2023, up from..."
Police’s aircraft concession criteria disqualify domestic carriers,Ifeoma Okeke-Korieocha,"Jul 27, 2022",The requirements listed by the Nigerian Police Force (NPF) for the concession of its under-utilised aircraft and facilities in its...
"FAAC shares N802.407bn June revenue to FG, states, LG",Godsgift Onyedinefu,"Jul 26, 2022",The Federation Account Allocation Committee (FAAC) has shared a total sum of N802.407 billion June 2022 federation account revenue to...
CBN sues 10 firms over ‘prepaid meter funds diversion’,Oladehinde Oladipo,"Jul 26, 2022","The Central Bank of Nigeria (CBN) has asked a Federal High Court in Lokoja, Kogi state for an order to..."
Dangote Petrochemical Plant eyes $130bn global polypropylene market,Teliat Sule,"Jul 26, 2022",Dangote Petrochemical Plant is set to boost Nigeria’s non-oil export earnings with the announcement last week that it will start...
"CAPPA, NUEE, others join NLC’s solidarity protest in Lagos",Charles Ogwo,"Jul 26, 2022","The Corporate Accountability and Public Participation Africa (CAPPA), and the National Union of Electricity Employees (NUEE) joined the Nigerian Labour..."
States owe CBN N1.24trn as FAAC disappoints,Femi Asu,"Jul 26, 2022","Amid the decline in the revenues disbursed to them by the Federal Accounts Allocation Committee (FAAC) in recent months, the..."
Taxes cushion oil revenue slump as FIRS grows collections,Lolade Akinmurele,"Jul 26, 2022","For the first time in nearly half a century, non-oil revenue usurped petrodollars to become the main source of the..."
"TotalEnergies’ Ikike oilfield goes live, targets 50,000bpd",Oladehinde Oladipo,"Jul 26, 2022","TotalEnergies, which operates Oil Mining Licence (OML) 99 in partnership with the Nigerian National Petroleum Company Limited (NNPC), announced on..."
Cash-strapped Lagosians call out Sanwo-Olu on monthly rent policy,Chuka Uroko,"Jul 26, 2022","As the economy bites harder and household income continues to shrink, Lagos residents who live in rented accommodation have called..."
U.S. signs $280m financing with Access Bank,Hope Moses-Ashike,"Jul 25, 2022","U.S. International Development Finance Corporation (DFC) on Monday signed a $280m financing for Access Bank, to boost Small and Medium..."
Manufacturers get 5% of FX from banks on limited access,Hope Moses-Ashike,"Jul 25, 2022",Manufacturers in Nigeria are now only able to get about 5 percent of the foreign exchange they need from banks...
Pension assets hit N14.2trn on improved compliance,Modestus Anaesoronye,"Jul 25, 2022","Nigeria’s total pension assets under management (AUM) hit N14.2 trillion at the end of May 2022, as the number of..."
Petrol prices in Nigeria rise as subsidy regime cracks - EIU,BusinessDay,"Jul 24, 2022","On July 19, fuel marketers increased the price of petrol from N165 (40 US cents)/litre to prices ranging up to..."
"2023: Beam searchlight on child-voting, Nigerians task INEC",Churchill Okoro,"Jul 24, 2022","They set out for voting at dawn, move in droves; unconsciously waiting in line that stretches for a long distance,..."
Why young people will determine Nigeria's fate in 2023,Iwok Iniobong,"Jul 24, 2022","Few months to the 2023 general election in Nigeria, it is argued that next year’s elections could go down as..."
"2023 elections: Technology, religion, ‘third forces’, eager youths raise stakes",David Ijaseun,"Jul 23, 2022","Adoption of technology, religious sentiments, the rise of third forces, increased polictical awarenes and participation among Nigerian youths drive other..."
Here are five alternatives to virtual dollar cards,Chinwe Michael,"Jul 22, 2022","Over time many individuals, businesses, and organisations have relied on Barter by Flutterwave for their virtual dollar card services in..."
